date,state,dem_chance,rep_chance
Tennessee,5/30/20,0.88,99.12
Texas,5/30/20,22.3,77.7
Utah,5/30/20,2.03,97.97
Vermont,5/30/20,99.96,0.04
Virginia,5/30/20,86.98,13.02
Washington,5/30/20,99,1
West Virginia,5/30/20,0.03,99.97
Wisconsin,5/30/20,64.83,35.17
Wyoming,5/30/20,0,100
Maine CD-1,5/30/20,99.11,0.89
Maine CD-2,5/30/20,43.41,56.59
Nebraska CD-1,5/30/20,2.73,97.27
Nebraska CD-2,5/30/20,51.77,48.23
Nebraska CD-3,5/30/20,0,100
US,5/30/20,67.28,32.72
Alabama,5/31/20,0.3,99.7
Alaska,5/31/20,13.53,86.47
Arizona,5/31/20,51.85,48.15
Arkansas,5/31/20,0.49,99.51
California,5/31/20,99.97,0.03
Colorado,5/31/20,88.47,11.53
Connecticut,5/31/20,98.32,1.68
Delaware,5/31/20,98.72,1.28
District of Columbia,5/31/20,100,0
Florida,5/31/20,59.99,40.01
Georgia,5/31/20,37.75,62.25
Hawaii,5/31/20,99.99,0.01
Idaho,5/31/20,0.12,99.88
Illinois,5/31/20,98.35,1.65
Indiana,5/31/20,5.21,94.79
Iowa,5/31/20,36.08,63.92
Kansas,5/31/20,3.69,96.31
Kentucky,5/31/20,0.37,99.63
Louisiana,5/31/20,2.39,97.61
Maine,5/31/20,85.2,14.8
Maryland,5/31/20,99.94,0.06
Massachusetts,5/31/20,99.95,0.05
Michigan,5/31/20,74.72,25.28
Minnesota,5/31/20,77.54,22.46
Mississippi,5/31/20,3.08,96.92
Missouri,5/31/20,5.36,94.64
Montana,5/31/20,8.67,91.33
Nebraska,5/31/20,0.97,99.03
Nevada,5/31/20,74.64,25.36
New Hampshire,5/31/20,70.76,29.24
New Jersey,5/31/20,98.1,1.9
New Mexico,5/31/20,94.81,5.19
New York,5/31/20,99.83,0.17
North Carolina,5/31/20,52.32,47.68
North Dakota,5/31/20,0.1,99.9
Ohio,5/31/20,29.94,70.06
Oklahoma,5/31/20,0.05,99.95
Oregon,5/31/20,95.98,4.02
Pennsylvania,5/31/20,68.08,31.92
Rhode Island,5/31/20,99.07,0.93
South Carolina,5/31/20,8.5,91.5
South Dakota,5/31/20,0.57,99.43
Tennessee,5/31/20,1.03,98.97
Texas,5/31/20,21.97,78.03
Utah,5/31/20,2.12,97.88
Vermont,5/31/20,99.98,0.02
Virginia,5/31/20,88.11,11.89
Washington,5/31/20,98.91,1.09
West Virginia,5/31/20,0.04,99.96
Wisconsin,5/31/20,64.05,35.95
Wyoming,5/31/20,0,100
Maine CD-1,5/31/20,99.17,0.83
Maine CD-2,5/31/20,44.1,55.9
Nebraska CD-1,5/31/20,2.82,97.18
Nebraska CD-2,5/31/20,52.57,47.43
Nebraska CD-3,5/31/20,0,100
US,5/31/20,68.23,31.77
Alabama,6/1/20,0.36,99.64
Alaska,6/1/20,14.42,85.58
Arizona,6/1/20,53.2,46.8
Arkansas,6/1/20,0.42,99.58
California,6/1/20,99.94,0.06
Colorado,6/1/20,88.83,11.17
Connecticut,6/1/20,98.36,1.64
Delaware,6/1/20,98.87,1.13
District of Columbia,6/1/20,100,0
Florida,6/1/20,61.31,38.69
Georgia,6/1/20,38.8,61.2
Hawaii,6/1/20,100,0
Idaho,6/1/20,0.19,99.81
Illinois,6/1/20,98.35,1.65
Indiana,6/1/20,5.6,94.4
Iowa,6/1/20,36.77,63.23
Kansas,6/1/20,4.2,95.8
Kentucky,6/1/20,0.45,99.55
Louisiana,6/1/20,2.61,97.39
Maine,6/1/20,85.87,14.13
Maryland,6/1/20,99.94,0.06
Massachusetts,6/1/20,99.98,0.02
Michigan,6/1/20,76.01,23.99
Minnesota,6/1/20,78.18,21.82
Mississippi,6/1/20,3.53,96.47
Missouri,6/1/20,5.62,94.38
Montana,6/1/20,9.26,90.74
Nebraska,6/1/20,0.98,99.02
Nevada,6/1/20,75.58,24.42
New Hampshire,6/1/20,71.97,28.03
New Jersey,6/1/20,98.29,1.71
New Mexico,6/1/20,95.05,4.95
New York,6/1/20,99.79,0.21
North Carolina,6/1/20,53.24,46.76
North Dakota,6/1/20,0.09,99.91
Ohio,6/1/20,30.93,69.07
Oklahoma,6/1/20,0.02,99.98
Oregon,6/1/20,96.45,3.55
Pennsylvania,6/1/20,69.54,30.46
Rhode Island,6/1/20,99.21,0.79
South Carolina,6/1/20,8.7,91.3
South Dakota,6/1/20,0.47,99.53
Tennessee,6/1/20,0.93,99.07
Texas,6/1/20,24.97,75.03
Utah,6/1/20,2.35,97.65
Vermont,6/1/20,99.97,0.03
Virginia,6/1/20,88.46,11.54
Washington,6/1/20,98.99,1.01
West Virginia,6/1/20,0.05,99.95
Wisconsin,6/1/20,66.12,33.88
Wyoming,6/1/20,0.02,99.98
Maine CD-1,6/1/20,99.16,0.84
Maine CD-2,6/1/20,45.31,54.69
Nebraska CD-1,6/1/20,2.86,97.14
Nebraska CD-2,6/1/20,53.42,46.58
Nebraska CD-3,6/1/20,0,100
US,6/1/20,69.56,30.44
Alabama,6/2/20,0.4,99.6
Alaska,6/2/20,14.38,85.62
Arizona,6/2/20,54.08,45.92
Arkansas,6/2/20,0.48,99.52
California,6/2/20,99.97,0.03
Colorado,6/2/20,88.88,11.12
Connecticut,6/2/20,98.54,1.46
Delaware,6/2/20,98.8,1.2
District of Columbia,6/2/20,100,0
Florida,6/2/20,61.37,38.63
Georgia,6/2/20,38.75,61.25
Hawaii,6/2/20,100,0
Idaho,6/2/20,0.24,99.76
Illinois,6/2/20,98.38,1.62
Indiana,6/2/20,5.96,94.04
Iowa,6/2/20,37.2,62.8
Kansas,6/2/20,4.07,95.93
Kentucky,6/2/20,0.48,99.52
Louisiana,6/2/20,2.55,97.45
Maine,6/2/20,85.88,14.12
Maryland,6/2/20,99.96,0.04
Massachusetts,6/2/20,99.98,0.02
Michigan,6/2/20,75.87,24.13
Minnesota,6/2/20,78.3,21.7
Mississippi,6/2/20,3.67,96.33
Missouri,6/2/20,6.06,93.94
Montana,6/2/20,9.27,90.73
Nebraska,6/2/20,1.1,98.9
Nevada,6/2/20,75.3,24.7
New Hampshire,6/2/20,72.14,27.86
New Jersey,6/2/20,98.37,1.63
New Mexico,6/2/20,94.99,5.01
New York,6/2/20,99.81,0.19
North Carolina,6/2/20,53.35,46.65
North Dakota,6/2/20,0.13,99.87
Ohio,6/2/20,33.94,66.06
Oklahoma,6/2/20,0.04,99.96
Oregon,6/2/20,96.41,3.59
Pennsylvania,6/2/20,69.51,30.49
Rhode Island,6/2/20,99.15,0.85
South Carolina,6/2/20,8.98,91.02
South Dakota,6/2/20,0.62,99.38
Tennessee,6/2/20,1.01,98.99
Texas,6/2/20,25.14,74.86
Utah,6/2/20,2.34,97.66
Vermont,6/2/20,99.98,0.02
Virginia,6/2/20,88.46,11.54
Washington,6/2/20,98.96,1.04
West Virginia,6/2/20,0.08,99.92
Wisconsin,6/2/20,68.29,31.71
Wyoming,6/2/20,0.02,99.98
Maine CD-1,6/2/20,99.28,0.72
Maine CD-2,6/2/20,45.9,54.1
Nebraska CD-1,6/2/20,3.02,96.98
Nebraska CD-2,6/2/20,53.49,46.51
Nebraska CD-3,6/2/20,0,100
US,6/2/20,69.76,30.24
Alabama,6/3/20,0.32,99.68
Alaska,6/3/20,14.37,85.63
Arizona,6/3/20,54.56,45.44
Arkansas,6/3/20,0.5,99.5
California,6/3/20,99.95,0.05
Colorado,6/3/20,88.98,11.02
Connecticut,6/3/20,98.49,1.51
Delaware,6/3/20,98.68,1.32
District of Columbia,6/3/20,100,0
Florida,6/3/20,61.57,38.43
Georgia,6/3/20,40.06,59.94
Hawaii,6/3/20,99.99,0.01
Idaho,6/3/20,0.15,99.85
Illinois,6/3/20,98.37,1.63
Indiana,6/3/20,5.6,94.4
Iowa,6/3/20,37.76,62.24
Kansas,6/3/20,4.13,95.87
Kentucky,6/3/20,0.42,99.58
Louisiana,6/3/20,2.64,97.36
Maine,6/3/20,86.16,13.84
Maryland,6/3/20,99.94,0.06
Massachusetts,6/3/20,99.96,0.04
Michigan,6/3/20,78.91,21.09
Minnesota,6/3/20,78.3,21.7
Mississippi,6/3/20,3.55,96.45
Missouri,6/3/20,5.63,94.37
Montana,6/3/20,9.1,90.9
Nebraska,6/3/20,1,99
Nevada,6/3/20,75.86,24.14
New Hampshire,6/3/20,72.65,27.35
New Jersey,6/3/20,98.32,1.68
New Mexico,6/3/20,95.12,4.88
New York,6/3/20,99.82,0.18
North Carolina,6/3/20,54.06,45.94
North Dakota,6/3/20,0.06,99.94
Ohio,6/3/20,33.8,66.2
Oklahoma,6/3/20,0.05,99.95
Oregon,6/3/20,96.47,3.53
Pennsylvania,6/3/20,69.65,30.35
Rhode Island,6/3/20,99.17,0.83
South Carolina,6/3/20,8.85,91.15
South Dakota,6/3/20,0.5,99.5
Tennessee,6/3/20,0.9,99.1
Texas,6/3/20,25.04,74.96
Utah,6/3/20,2.04,97.96
Vermont,6/3/20,99.98,0.02
Virginia,6/3/20,88.34,11.66
Washington,6/3/20,98.84,1.16
West Virginia,6/3/20,0.06,99.94
Wisconsin,6/3/20,68.27,31.73
Wyoming,6/3/20,0.01,99.99
Maine CD-1,6/3/20,99.26,0.74
Maine CD-2,6/3/20,45.55,54.45
Nebraska CD-1,6/3/20,2.83,97.17
Nebraska CD-2,6/3/20,53.68,46.32
Nebraska CD-3,6/3/20,0,100
US,6/3/20,70.7,29.3
Alabama,6/4/20,0.29,99.71
Alaska,6/4/20,14.35,85.65
Arizona,6/4/20,54.17,45.83
Arkansas,6/4/20,0.49,99.51
California,6/4/20,99.96,0.04
Colorado,6/4/20,88.92,11.08
Connecticut,6/4/20,98.36,1.64
Delaware,6/4/20,98.71,1.29
District of Columbia,6/4/20,100,0
Florida,6/4/20,60.98,39.02
Georgia,6/4/20,38.96,61.04
Hawaii,6/4/20,99.99,0.01
Idaho,6/4/20,0.13,99.87
Illinois,6/4/20,98.4,1.6
Indiana,6/4/20,5.59,94.41
Iowa,6/4/20,36.97,63.03
Kansas,6/4/20,3.88,96.12
Kentucky,6/4/20,0.4,99.6
Louisiana,6/4/20,2.78,97.22
Maine,6/4/20,86.4,13.6
Maryland,6/4/20,99.94,0.06
Massachusetts,6/4/20,99.96,0.04
Michigan,6/4/20,80.38,19.62
Minnesota,6/4/20,78.4,21.6
Mississippi,6/4/20,3.35,96.65
Missouri,6/4/20,5.65,94.35
Montana,6/4/20,9.08,90.92
Nebraska,6/4/20,1.15,98.85
Nevada,6/4/20,75.58,24.42
New Hampshire,6/4/20,72.56,27.44
New Jersey,6/4/20,98.24,1.76
New Mexico,6/4/20,95.13,4.87
New York,6/4/20,99.84,0.16
North Carolina,6/4/20,53.73,46.27
North Dakota,6/4/20,0.1,99.9
Ohio,6/4/20,33.76,66.24
Oklahoma,6/4/20,0.04,99.96
Oregon,6/4/20,96.28,3.72
Pennsylvania,6/4/20,69.54,30.46
Rhode Island,6/4/20,99.22,0.78
South Carolina,6/4/20,8.8,91.2
South Dakota,6/4/20,0.65,99.35
Tennessee,6/4/20,1.02,98.98
Texas,6/4/20,24.7,75.3
Utah,6/4/20,2.24,97.76
Vermont,6/4/20,99.98,0.02
Virginia,6/4/20,88.52,11.48
Washington,6/4/20,98.93,1.07
West Virginia,6/4/20,0.04,99.96
Wisconsin,6/4/20,67.76,32.24
Wyoming,6/4/20,0,100
Maine CD-1,6/4/20,99.29,0.71
Maine CD-2,6/4/20,45.76,54.24
Nebraska CD-1,6/4/20,2.92,97.08
Nebraska CD-2,6/4/20,53.31,46.69
Nebraska CD-3,6/4/20,0,100
US,6/4/20,70.46,29.54
Alabama,6/5/20,0.38,99.62
Alaska,6/5/20,14.99,85.01
Arizona,6/5/20,54.72,45.28
Arkansas,6/5/20,0.56,99.44
California,6/5/20,99.95,0.05
Colorado,6/5/20,89.59,10.41
Connecticut,6/5/20,98.49,1.51
Delaware,6/5/20,98.85,1.15
District of Columbia,6/5/20,100,0
Florida,6/5/20,62.22,37.78
Georgia,6/5/20,39.58,60.42
Hawaii,6/5/20,100,0
Idaho,6/5/20,0.2,99.8
Illinois,6/5/20,98.53,1.47
Indiana,6/5/20,5.6,94.4
Iowa,6/5/20,37.72,62.28
Kansas,6/5/20,4.11,95.89
Kentucky,6/5/20,0.42,99.58
Louisiana,6/5/20,2.46,97.54
Maine,6/5/20,86.57,13.43
Maryland,6/5/20,99.94,0.06
Massachusetts,6/5/20,99.97,0.03
Michigan,6/5/20,81.09,18.91
Minnesota,6/5/20,79.29,20.71
Mississippi,6/5/20,3.55,96.45
Missouri,6/5/20,5.78,94.22
Montana,6/5/20,9.23,90.77
Nebraska,6/5/20,1,99
Nevada,6/5/20,76.79,23.21
New Hampshire,6/5/20,73.4,26.6
New Jersey,6/5/20,98.37,1.63
New Mexico,6/5/20,95.52,4.48
New York,6/5/20,99.81,0.19
North Carolina,6/5/20,54.78,45.22
North Dakota,6/5/20,0.14,99.86
Ohio,6/5/20,34.56,65.44
Oklahoma,6/5/20,0.04,99.96
Oregon,6/5/20,96.8,3.2
Pennsylvania,6/5/20,70.72,29.28
Rhode Island,6/5/20,99.22,0.78
South Carolina,6/5/20,8.71,91.29
South Dakota,6/5/20,0.61,99.39
Tennessee,6/5/20,0.94,99.06
Texas,6/5/20,25.08,74.92
Utah,6/5/20,2.14,97.86
Vermont,6/5/20,99.98,0.02
Virginia,6/5/20,88.9,11.1
Washington,6/5/20,99.04,0.96
West Virginia,6/5/20,0.06,99.94
Wisconsin,6/5/20,68.8,31.2
Wyoming,6/5/20,0.02,99.98
Maine CD-1,6/5/20,99.37,0.63
Maine CD-2,6/5/20,46.46,53.54
Nebraska CD-1,6/5/20,2.98,97.02
Nebraska CD-2,6/5/20,53.63,46.37
Nebraska CD-3,6/5/20,0,100
US,6/5/20,71.66,28.34
Alabama,6/6/20,0.43,99.57
Alaska,6/6/20,15.37,84.63
Arizona,6/6/20,56.66,43.34
Arkansas,6/6/20,0.56,99.44
California,6/6/20,99.95,0.05
Colorado,6/6/20,90.1,9.9
Connecticut,6/6/20,98.6,1.4
Delaware,6/6/20,98.96,1.04
District of Columbia,6/6/20,100,0
Florida,6/6/20,64.01,35.99
Georgia,6/6/20,41.79,58.21
Hawaii,6/6/20,100,0
Idaho,6/6/20,0.18,99.82
Illinois,6/6/20,98.68,1.32
Indiana,6/6/20,6.14,93.86
Iowa,6/6/20,41.3,58.7
Kansas,6/6/20,4.22,95.78
Kentucky,6/6/20,0.41,99.59
Louisiana,6/6/20,3,97
Maine,6/6/20,87.26,12.74
Maryland,6/6/20,99.95,0.05
Massachusetts,6/6/20,99.96,0.04
Michigan,6/6/20,81.86,18.14
Minnesota,6/6/20,79.74,20.26
Mississippi,6/6/20,3.94,96.06
Missouri,6/6/20,6.23,93.77
Montana,6/6/20,9.8,90.2
Nebraska,6/6/20,1.08,98.92
Nevada,6/6/20,77.62,22.38
New Hampshire,6/6/20,74.14,25.86
New Jersey,6/6/20,98.6,1.4
New Mexico,6/6/20,95.68,4.32
New York,6/6/20,99.86,0.14
North Carolina,6/6/20,56.36,43.64
North Dakota,6/6/20,0.11,99.89
Ohio,6/6/20,36.06,63.94
Oklahoma,6/6/20,0.04,99.96
Oregon,6/6/20,96.68,3.32
Pennsylvania,6/6/20,71.58,28.42
Rhode Island,6/6/20,99.28,0.72
South Carolina,6/6/20,9.32,90.68
South Dakota,6/6/20,0.59,99.41
Tennessee,6/6/20,1.04,98.96
Texas,6/6/20,26.78,73.22
Utah,6/6/20,2.19,97.81
Vermont,6/6/20,99.98,0.02
Virginia,6/6/20,89.77,10.23
Washington,6/6/20,99.05,0.95
West Virginia,6/6/20,0.06,99.94
Wisconsin,6/6/20,70.32,29.68
Wyoming,6/6/20,0.01,99.99
Maine CD-1,6/6/20,99.38,0.62
Maine CD-2,6/6/20,47.53,52.47
Nebraska CD-1,6/6/20,3.21,96.79
Nebraska CD-2,6/6/20,55.61,44.39
Nebraska CD-3,6/6/20,0,100
US,6/6/20,73.14,26.86
Alabama,6/7/20,0.47,99.53
Alaska,6/7/20,15.82,84.18
Arizona,6/7/20,56.79,43.21
Arkansas,6/7/20,0.66,99.34
California,6/7/20,99.94,0.06
Colorado,6/7/20,90,10
Connecticut,6/7/20,98.78,1.22
Delaware,6/7/20,98.95,1.05
District of Columbia,6/7/20,100,0
Florida,6/7/20,64.03,35.97
Georgia,6/7/20,42.02,57.98
Hawaii,6/7/20,100,0
Idaho,6/7/20,0.22,99.78
Illinois,6/7/20,98.7,1.3
Indiana,6/7/20,6.42,93.58
Iowa,6/7/20,41.64,58.36
Kansas,6/7/20,4.48,95.52
Kentucky,6/7/20,0.48,99.52
Louisiana,6/7/20,2.84,97.16
Maine,6/7/20,87.5,12.5
Maryland,6/7/20,99.98,0.02
Massachusetts,6/7/20,99.96,0.04
Michigan,6/7/20,84.05,15.95
Minnesota,6/7/20,80.43,19.57
Mississippi,6/7/20,4.04,95.96
Missouri,6/7/20,6.09,93.91
Montana,6/7/20,9.78,90.22
Nebraska,6/7/20,1.11,98.89
Nevada,6/7/20,77.84,22.16
New Hampshire,6/7/20,74.99,25.01
New Jersey,6/7/20,98.51,1.49
New Mexico,6/7/20,95.74,4.26
New York,6/7/20,99.86,0.14
North Carolina,6/7/20,56.68,43.32
North Dakota,6/7/20,0.12,99.88
Ohio,6/7/20,36.09,63.91
Oklahoma,6/7/20,0.06,99.94
Oregon,6/7/20,96.64,3.36
Pennsylvania,6/7/20,72.15,27.85
Rhode Island,6/7/20,99.3,0.7
South Carolina,6/7/20,9.66,90.34
South Dakota,6/7/20,0.66,99.34
Tennessee,6/7/20,1.26,98.74
Texas,6/7/20,26.27,73.73
Utah,6/7/20,2.32,97.68
Vermont,6/7/20,100,0
Virginia,6/7/20,89.56,10.44
Washington,6/7/20,99,1
West Virginia,6/7/20,0.12,99.88
Wisconsin,6/7/20,70.58,29.42
Wyoming,6/7/20,0.01,99.99
Maine CD-1,6/7/20,99.39,0.61
Maine CD-2,6/7/20,48.48,51.52
Nebraska CD-1,6/7/20,3.29,96.71
Nebraska CD-2,6/7/20,55.42,44.58
Nebraska CD-3,6/7/20,0,100
US,6/7/20,73.54,26.46
Alabama,6/8/20,0.45,99.55
Alaska,6/8/20,15.68,84.32
Arizona,6/8/20,57.18,42.82
Arkansas,6/8/20,0.56,99.44
California,6/8/20,99.98,0.02
Colorado,6/8/20,90.53,9.47
Connecticut,6/8/20,98.76,1.24
Delaware,6/8/20,99.16,0.84
District of Columbia,6/8/20,100,0
Florida,6/8/20,64.65,35.35
Georgia,6/8/20,41.96,58.04
Hawaii,6/8/20,100,0
Idaho,6/8/20,0.19,99.81
Illinois,6/8/20,98.75,1.25
Indiana,6/8/20,6.31,93.69
Iowa,6/8/20,42.28,57.72
Kansas,6/8/20,4.48,95.52
Kentucky,6/8/20,0.51,99.49
Louisiana,6/8/20,2.86,97.14
Maine,6/8/20,88.04,11.96
Maryland,6/8/20,99.97,0.03
Massachusetts,6/8/20,99.98,0.02
Michigan,6/8/20,84.09,15.91
Minnesota,6/8/20,81.02,18.98
Mississippi,6/8/20,3.76,96.24
Missouri,6/8/20,6.36,93.64
Montana,6/8/20,10.04,89.96
Nebraska,6/8/20,1.1,98.9
Nevada,6/8/20,78.36,21.64
New Hampshire,6/8/20,75.64,24.36
New Jersey,6/8/20,98.57,1.43
New Mexico,6/8/20,95.99,4.01
New York,6/8/20,99.86,0.14
North Carolina,6/8/20,57.36,42.64
North Dakota,6/8/20,0.08,99.92
Ohio,6/8/20,36.59,63.41
Oklahoma,6/8/20,0.04,99.96
Oregon,6/8/20,96.98,3.02
Pennsylvania,6/8/20,72.55,27.45
Rhode Island,6/8/20,99.35,0.65
South Carolina,6/8/20,9.68,90.32
South Dakota,6/8/20,0.71,99.29
Tennessee,6/8/20,1.01,98.99
Texas,6/8/20,26.9,73.1
Utah,6/8/20,2.39,97.61
Vermont,6/8/20,99.98,0.02
Virginia,6/8/20,89.81,10.19
Washington,6/8/20,99.06,0.94
West Virginia,6/8/20,0.06,99.94
Wisconsin,6/8/20,71.22,28.78
Wyoming,6/8/20,0.01,99.99
Maine CD-1,6/8/20,99.4,0.6
Maine CD-2,6/8/20,48.61,51.39
Nebraska CD-1,6/8/20,3.42,96.58
Nebraska CD-2,6/8/20,56.24,43.76
Nebraska CD-3,6/8/20,0,100
US,6/8/20,73.89,26.11
Alabama,6/9/20,0.52,99.48
Alaska,6/9/20,16.71,83.29
Arizona,6/9/20,58.38,41.62
Arkansas,6/9/20,0.73,99.27
California,6/9/20,99.96,0.04
Colorado,6/9/20,90.29,9.71
Connecticut,6/9/20,98.59,1.41
Delaware,6/9/20,99.03,0.97
District of Columbia,6/9/20,100,0
Florida,6/9/20,65.62,34.38
Georgia,6/9/20,43.15,56.85
Hawaii,6/9/20,100,0
Idaho,6/9/20,0.24,99.76
Illinois,6/9/20,98.6,1.4
Indiana,6/9/20,7.04,92.96
Iowa,6/9/20,43.53,56.47
Kansas,6/9/20,4.9,95.1
Kentucky,6/9/20,0.56,99.44
Louisiana,6/9/20,3.16,96.84
Maine,6/9/20,88.08,11.92
Maryland,6/9/20,99.98,0.02
Massachusetts,6/9/20,99.96,0.04
Michigan,6/9/20,85.01,14.99
Minnesota,6/9/20,81.08,18.92
Mississippi,6/9/20,4.38,95.62
Missouri,6/9/20,6.86,93.14
Montana,6/9/20,10.67,89.33
Nebraska,6/9/20,1.46,98.54
Nevada,6/9/20,78.54,21.46
New Hampshire,6/9/20,76.09,23.91
New Jersey,6/9/20,98.53,1.47
New Mexico,6/9/20,96.06,3.94
New York,6/9/20,99.87,0.13
North Carolina,6/9/20,58.4,41.6
North Dakota,6/9/20,0.08,99.92
Ohio,6/9/20,37.8,62.2
Oklahoma,6/9/20,0.06,99.94
Oregon,6/9/20,96.79,3.21
Pennsylvania,6/9/20,73.55,26.45
Rhode Island,6/9/20,99.22,0.78
South Carolina,6/9/20,10.56,89.44
South Dakota,6/9/20,0.98,99.02
Tennessee,6/9/20,1.35,98.65
Texas,6/9/20,28.29,71.71
Utah,6/9/20,2.72,97.28
Vermont,6/9/20,99.98,0.02
Virginia,6/9/20,89.96,10.04
Washington,6/9/20,99.11,0.89
West Virginia,6/9/20,0.08,99.92
Wisconsin,6/9/20,71.52,28.48
Wyoming,6/9/20,0.01,99.99
Maine CD-1,6/9/20,99.48,0.52
Maine CD-2,6/9/20,49.49,50.51
Nebraska CD-1,6/9/20,3.84,96.16
Nebraska CD-2,6/9/20,56.9,43.1
Nebraska CD-3,6/9/20,0,100
US,6/9/20,74.82,25.18
Alabama,6/10/20,0.57,99.43
Alaska,6/10/20,16.74,83.26
Arizona,6/10/20,58.09,41.91
Arkansas,6/10/20,0.94,99.06
California,6/10/20,99.96,0.04
Colorado,6/10/20,90.62,9.38
Connecticut,6/10/20,98.82,1.18
Delaware,6/10/20,99.09,0.91
District of Columbia,6/10/20,100,0
Florida,6/10/20,66.27,33.73
Georgia,6/10/20,43.62,56.38
Hawaii,6/10/20,99.99,0.01
Idaho,6/10/20,0.24,99.76
Illinois,6/10/20,98.72,1.28
Indiana,6/10/20,7.02,92.98
Iowa,6/10/20,44.16,55.84
Kansas,6/10/20,4.55,95.45
Kentucky,6/10/20,0.52,99.48
Louisiana,6/10/20,3.7,96.3
Maine,6/10/20,88.21,11.79
Maryland,6/10/20,99.95,0.05
Massachusetts,6/10/20,99.99,0.01
Michigan,6/10/20,84.52,15.48
Minnesota,6/10/20,80.77,19.23
Mississippi,6/10/20,4.34,95.66
Missouri,6/10/20,6.72,93.28
Montana,6/10/20,10.76,89.24
Nebraska,6/10/20,1.7,98.3
Nevada,6/10/20,79.21,20.79
New Hampshire,6/10/20,76.35,23.65
New Jersey,6/10/20,98.64,1.36
New Mexico,6/10/20,96.1,3.9
New York,6/10/20,99.89,0.11
North Carolina,6/10/20,58.73,41.27
North Dakota,6/10/20,0.1,99.9
Ohio,6/10/20,37.89,62.11
Oklahoma,6/10/20,0.07,99.93
Oregon,6/10/20,96.68,3.32
Pennsylvania,6/10/20,73.44,26.56
Rhode Island,6/10/20,99.39,0.61
South Carolina,6/10/20,10.44,89.56
South Dakota,6/10/20,0.91,99.09
Tennessee,6/10/20,1.42,98.58
Texas,6/10/20,28.02,71.98
Utah,6/10/20,2.34,97.66
Vermont,6/10/20,99.99,0.01
Virginia,6/10/20,90.19,9.81
Washington,6/10/20,99.12,0.88
West Virginia,6/10/20,0.13,99.87
Wisconsin,6/10/20,71.62,28.38
Wyoming,6/10/20,0.01,99.99
Maine CD-1,6/10/20,99.51,0.49
Maine CD-2,6/10/20,51.82,48.18
Nebraska CD-1,6/10/20,3.62,96.38
Nebraska CD-2,6/10/20,57.26,42.74
Nebraska CD-3,6/10/20,0,100
US,6/10/20,75.18,24.82
Alabama,6/11/20,0.55,99.45
Alaska,6/11/20,16.57,83.43
Arizona,6/11/20,57.59,42.41
Arkansas,6/11/20,0.94,99.06
California,6/11/20,99.98,0.02
Colorado,6/11/20,90.7,9.3
Connecticut,6/11/20,98.7,1.3
Delaware,6/11/20,99.16,0.84
District of Columbia,6/11/20,100,0
Florida,6/11/20,70.34,29.66
Georgia,6/11/20,43.41,56.59
Hawaii,6/11/20,100,0
Idaho,6/11/20,0.22,99.78
Illinois,6/11/20,98.84,1.16
Indiana,6/11/20,6.94,93.06
Iowa,6/11/20,43.98,56.02
Kansas,6/11/20,4.84,95.16
Kentucky,6/11/20,0.59,99.41
Louisiana,6/11/20,3.78,96.22
Maine,6/11/20,88.51,11.49
Maryland,6/11/20,99.97,0.03
Massachusetts,6/11/20,99.98,0.02
Michigan,6/11/20,84.44,15.56
Minnesota,6/11/20,81.11,18.89
Mississippi,6/11/20,4.49,95.51
Missouri,6/11/20,7.18,92.82
Montana,6/11/20,10.48,89.52
Nebraska,6/11/20,1.62,98.38
Nevada,6/11/20,78.88,21.12
New Hampshire,6/11/20,76.46,23.54
New Jersey,6/11/20,98.68,1.32
New Mexico,6/11/20,96.1,3.9
New York,6/11/20,99.87,0.13
North Carolina,6/11/20,58.3,41.7
North Dakota,6/11/20,0.13,99.87
Ohio,6/11/20,37.78,62.22
Oklahoma,6/11/20,0.07,99.93
Oregon,6/11/20,96.91,3.09
Pennsylvania,6/11/20,76.62,23.38
Rhode Island,6/11/20,99.3,0.7
South Carolina,6/11/20,10.12,89.88
South Dakota,6/11/20,1,99
Tennessee,6/11/20,1.34,98.66
Texas,6/11/20,27.76,72.24
Utah,6/11/20,2.31,97.69
Vermont,6/11/20,99.98,0.02
Virginia,6/11/20,90.42,9.58
Washington,6/11/20,99.13,0.87
West Virginia,6/11/20,0.08,99.92
Wisconsin,6/11/20,71.52,28.48
Wyoming,6/11/20,0.01,99.99
Maine CD-1,6/11/20,99.54,0.46
Maine CD-2,6/11/20,51.28,48.72
Nebraska CD-1,6/11/20,3.62,96.38
Nebraska CD-2,6/11/20,56.54,43.46
Nebraska CD-3,6/11/20,0,100
US,6/11/20,76.31,23.69
Alabama,6/12/20,0.56,99.44
Alaska,6/12/20,16.46,83.54
Arizona,6/12/20,57.67,42.33
Arkansas,6/12/20,0.94,99.06
California,6/12/20,99.97,0.03
Colorado,6/12/20,90.66,9.34
Connecticut,6/12/20,98.78,1.22
Delaware,6/12/20,99.19,0.81
District of Columbia,6/12/20,100,0
Florida,6/12/20,71.18,28.82
Georgia,6/12/20,43.72,56.28
Hawaii,6/12/20,100,0
Idaho,6/12/20,0.31,99.69
Illinois,6/12/20,98.78,1.22
Indiana,6/12/20,6.91,93.09
Iowa,6/12/20,43.77,56.23
Kansas,6/12/20,4.71,95.29
Kentucky,6/12/20,0.64,99.36
Louisiana,6/12/20,3.78,96.22
Maine,6/12/20,88.74,11.26
