date,state,dem_price,rep_price
2020/08/21,KY,0.06,0.95
2020/08/22,KY,0.05,0.96
2020/08/23,KY,0.05,0.94
2020/08/24,KY,0.05,0.94
2020/08/25,KY,0.06,0.94
2020/08/26,KY,0.05,0.94
2020/08/27,KY,0.05,0.94
2020/08/28,KY,0.06,0.95
2020/08/29,KY,0.05,0.93
2020/08/30,KY,0.06,0.94
2020/08/31,KY,0.06,0.94
2020/09/01,KY,0.06,0.95
2020/09/02,KY,0.05,0.94
2020/09/03,KY,0.06,0.94
2020/09/04,KY,0.06,0.94
2020/09/05,KY,0.05,0.94
2020/09/06,KY,0.06,0.95
2020/09/07,KY,0.06,0.95
2020/09/08,KY,0.06,0.95
2020/09/09,KY,0.06,0.95
2020/09/10,KY,0.06,0.95
2020/09/11,KY,0.06,0.95
2020/09/12,KY,0.05,0.95
2020/09/13,KY,0.05,0.95
2020/09/14,KY,0.05,0.95
2020/09/15,KY,0.05,0.95
2020/09/16,KY,0.05,0.95
2020/09/17,KY,0.05,0.95
2020/09/18,KY,0.05,0.95
2020/09/19,KY,0.06,0.95
2020/09/20,KY,0.06,0.95
2020/09/21,KY,0.06,0.95
2020/09/22,KY,0.06,0.95
2020/09/23,KY,0.06,0.95
2020/09/24,KY,0.06,0.95
2020/09/25,KY,0.06,0.95
2020/09/26,KY,0.06,0.95
2020/09/27,KY,0.06,0.95
2020/09/28,KY,0.05,0.95
2020/09/29,KY,0.06,0.95
2020/09/30,KY,0.06,0.95
2020/10/01,KY,0.06,0.96
2020/10/02,KY,0.08,0.92
2020/10/03,KY,0.06,0.94
2020/10/04,KY,0.06,0.94
2020/10/05,KY,0.06,0.94
2020/10/06,KY,0.06,0.95
2020/10/07,KY,0.06,0.95
2020/10/08,KY,0.06,0.94
2020/10/09,KY,0.06,0.94
2020/10/10,KY,0.05,0.94
2020/10/11,KY,0.05,0.94
2020/10/12,KY,0.06,0.94
2020/10/13,KY,0.05,0.95
2020/10/14,KY,0.05,0.95
2020/10/15,KY,0.05,0.95
2020/10/16,KY,0.04,0.95
2020/10/17,KY,0.05,0.95
2020/10/18,KY,0.05,0.95
2020/10/19,KY,0.05,0.95
2020/10/20,KY,0.05,0.95
2020/10/21,KY,0.04,0.95
2020/10/22,KY,0.04,0.95
2020/10/23,KY,0.05,0.95
2020/10/24,KY,0.04,0.96
2020/10/25,KY,0.04,0.96
2020/10/26,KY,0.04,0.96
2020/10/27,KY,0.04,0.96
2020/10/28,KY,0.03,0.97
2020/10/29,KY,0.03,0.97
2020/10/30,KY,0.05,0.97
2020/10/31,KY,0.04,0.97
2020/08/03,LA,0.09,0.93
2020/08/04,LA,0.09,0.93
2020/08/05,LA,0.09,0.93
2020/08/06,LA,0.09,0.93
2020/08/07,LA,0.07,0.93
2020/08/08,LA,0.08,0.93
2020/08/09,LA,0.07,0.93
2020/08/10,LA,0.06,0.94
2020/08/11,LA,0.08,0.93
2020/08/12,LA,0.09,0.94
2020/08/13,LA,0.09,0.94
2020/08/14,LA,0.07,0.94
2020/08/15,LA,0.07,0.94
2020/08/16,LA,0.07,0.94
2020/08/17,LA,0.07,0.94
2020/08/18,LA,0.06,0.93
2020/08/19,LA,0.06,0.94
2020/08/20,LA,0.06,0.94
2020/08/21,LA,0.06,0.95
2020/08/22,LA,0.06,0.95
2020/08/23,LA,0.08,0.93
2020/08/24,LA,0.07,0.93
2020/08/25,LA,0.06,0.93
2020/08/26,LA,0.07,0.93
2020/08/27,LA,0.06,0.94
2020/08/28,LA,0.07,0.93
2020/08/29,LA,0.07,0.94
2020/08/30,LA,0.06,0.94
2020/08/31,LA,0.07,0.94
2020/09/01,LA,0.07,0.93
2020/09/02,LA,0.07,0.94
2020/09/03,LA,0.07,0.94
2020/09/04,LA,0.07,0.94
2020/09/05,LA,0.07,0.94
2020/09/06,LA,0.07,0.94
2020/09/07,LA,0.07,0.94
2020/09/08,LA,0.06,0.94
2020/09/09,LA,0.07,0.94
2020/09/10,LA,0.07,0.94
2020/09/11,LA,0.07,0.94
2020/09/12,LA,0.06,0.94
2020/09/13,LA,0.06,0.94
2020/09/14,LA,0.06,0.93
2020/09/15,LA,0.07,0.93
2020/09/16,LA,0.07,0.94
2020/09/17,LA,0.07,0.94
2020/09/18,LA,0.06,0.94
2020/09/19,LA,0.06,0.94
2020/09/20,LA,0.07,0.94
2020/09/21,LA,0.07,0.93
2020/09/22,LA,0.07,0.94
2020/09/23,LA,0.07,0.93
2020/09/24,LA,0.07,0.93
2020/09/25,LA,0.07,0.93
2020/09/26,LA,0.07,0.93
2020/09/27,LA,0.07,0.94
2020/09/28,LA,0.07,0.94
2020/09/29,LA,0.08,0.93
2020/09/30,LA,0.08,0.93
2020/10/01,LA,0.07,0.93
2020/10/02,LA,0.08,0.92
2020/10/03,LA,0.08,0.92
2020/10/04,LA,0.09,0.91
2020/10/05,LA,0.08,0.92
2020/10/06,LA,0.09,0.92
2020/10/07,LA,0.08,0.92
2020/10/08,LA,0.08,0.92
2020/10/09,LA,0.08,0.93
2020/10/10,LA,0.07,0.92
2020/10/11,LA,0.07,0.92
2020/10/12,LA,0.07,0.93
2020/10/13,LA,0.07,0.93
2020/10/14,LA,0.07,0.93
2020/10/15,LA,0.07,0.93
2020/10/16,LA,0.07,0.93
2020/10/17,LA,0.07,0.93
2020/10/18,LA,0.08,0.93
2020/10/19,LA,0.08,0.92
2020/10/20,LA,0.08,0.94
2020/10/21,LA,0.06,0.94
2020/10/22,LA,0.06,0.94
2020/10/23,LA,0.07,0.94
2020/10/24,LA,0.07,0.93
2020/10/25,LA,0.06,0.94
2020/10/26,LA,0.06,0.94
2020/10/27,LA,0.05,0.96
2020/10/28,LA,0.02,0.98
2020/10/29,LA,0.04,0.97
2020/10/30,LA,0.03,0.97
2020/10/31,LA,0.03,0.97
2020/08/03,MA,0.94,0.04
2020/08/04,MA,0.94,0.04
2020/08/05,MA,0.96,0.05
2020/08/06,MA,0.96,0.05
2020/08/07,MA,0.95,0.05
2020/08/08,MA,0.95,0.05
2020/08/09,MA,0.95,0.05
2020/08/10,MA,0.95,0.05
2020/08/11,MA,0.96,0.05
2020/08/12,MA,0.96,0.05
2020/08/13,MA,0.96,0.04
2020/08/14,MA,0.95,0.04
2020/08/15,MA,0.96,0.04
2020/08/16,MA,0.96,0.04
2020/08/17,MA,0.96,0.04
2020/08/18,MA,0.96,0.05
2020/08/19,MA,0.96,0.04
2020/08/20,MA,0.96,0.04
2020/08/21,MA,0.96,0.04
2020/08/22,MA,0.96,0.04
2020/08/23,MA,0.95,0.05
2020/08/24,MA,0.95,0.04
2020/08/25,MA,0.96,0.05
2020/08/26,MA,0.96,0.05
2020/08/27,MA,0.96,0.05
2020/08/28,MA,0.95,0.05
2020/08/29,MA,0.95,0.06
2020/08/30,MA,0.96,0.06
2020/08/31,MA,0.95,0.06
2020/09/01,MA,0.95,0.06
2020/09/02,MA,0.96,0.04
2020/09/03,MA,0.96,0.05
2020/09/04,MA,0.96,0.05
2020/09/05,MA,0.95,0.04
2020/09/06,MA,0.96,0.04
2020/09/07,MA,0.96,0.04
2020/09/08,MA,0.96,0.05
2020/09/09,MA,0.96,0.04
2020/09/10,MA,0.96,0.05
2020/09/11,MA,0.96,0.05
2020/09/12,MA,0.96,0.05
2020/09/13,MA,0.96,0.05
2020/09/14,MA,0.96,0.04
2020/09/15,MA,0.96,0.05
2020/09/16,MA,0.95,0.05
2020/09/17,MA,0.95,0.05
2020/09/18,MA,0.95,0.05
2020/09/19,MA,0.95,0.05
2020/09/20,MA,0.95,0.05
2020/09/21,MA,0.95,0.05
2020/09/22,MA,0.95,0.05
2020/09/23,MA,0.96,0.05
2020/09/24,MA,0.95,0.05
2020/09/25,MA,0.95,0.05
2020/09/26,MA,0.95,0.05
2020/09/27,MA,0.96,0.04
2020/09/28,MA,0.96,0.04
2020/09/29,MA,0.96,0.05
2020/09/30,MA,0.96,0.04
2020/10/01,MA,0.97,0.04
2020/10/02,MA,0.96,0.03
2020/10/03,MA,0.96,0.04
2020/10/04,MA,0.97,0.03
2020/10/05,MA,0.97,0.04
2020/10/06,MA,0.97,0.04
2020/10/07,MA,0.96,0.03
2020/10/08,MA,0.96,0.03
2020/10/09,MA,0.96,0.03
2020/10/10,MA,0.96,0.04
2020/10/11,MA,0.96,0.04
2020/10/12,MA,0.97,0.03
2020/10/13,MA,0.96,0.03
2020/10/14,MA,0.97,0.04
2020/10/15,MA,0.97,0.04
2020/10/16,MA,0.95,0.06
2020/10/17,MA,0.96,0.06
2020/10/18,MA,0.95,0.06
2020/10/19,MA,0.92,0.06
2020/10/20,MA,0.94,0.06
2020/10/21,MA,0.94,0.06
2020/10/22,MA,0.95,0.04
2020/10/23,MA,0.94,0.05
2020/10/24,MA,0.95,0.05
2020/10/25,MA,0.95,0.05
2020/10/26,MA,0.94,0.06
2020/10/27,MA,0.95,0.06
2020/10/28,MA,0.96,0.05
2020/10/29,MA,0.96,0.05
2020/10/30,MA,0.97,0.04
2020/10/31,MA,0.96,0.04
2020/08/03,MD,0.95,0.05
2020/08/04,MD,0.95,0.05
2020/08/05,MD,0.95,0.04
2020/08/06,MD,0.95,0.04
2020/08/07,MD,0.95,0.03
2020/08/08,MD,0.95,0.03
2020/08/09,MD,0.95,0.04
2020/08/10,MD,0.95,0.04
2020/08/11,MD,0.96,0.04
2020/08/12,MD,0.96,0.04
2020/08/13,MD,0.96,0.04
2020/08/14,MD,0.97,0.04
2020/08/15,MD,0.97,0.04
2020/08/16,MD,0.97,0.04
2020/08/17,MD,0.97,0.04
2020/08/18,MD,0.97,0.05
2020/08/19,MD,0.96,0.04
2020/08/20,MD,0.96,0.04
2020/08/21,MD,0.96,0.05
2020/08/22,MD,0.96,0.04
2020/08/23,MD,0.96,0.04
2020/08/24,MD,0.97,0.04
2020/08/25,MD,0.96,0.05
2020/08/26,MD,0.97,0.04
2020/08/27,MD,0.96,0.04
2020/08/28,MD,0.96,0.04
2020/08/29,MD,0.96,0.04
2020/08/30,MD,0.97,0.05
2020/08/31,MD,0.96,0.05
2020/09/01,MD,0.96,0.05
2020/09/02,MD,0.96,0.05
2020/09/03,MD,0.96,0.04
2020/09/04,MD,0.96,0.04
2020/09/05,MD,0.96,0.04
2020/09/06,MD,0.96,0.04
2020/09/07,MD,0.96,0.04
2020/09/08,MD,0.97,0.04
2020/09/09,MD,0.97,0.04
2020/09/10,MD,0.97,0.04
2020/09/11,MD,0.96,0.04
2020/09/12,MD,0.96,0.04
2020/09/13,MD,0.96,0.04
2020/09/14,MD,0.96,0.05
2020/09/15,MD,0.97,0.05
2020/09/16,MD,0.97,0.03
2020/09/17,MD,0.97,0.03
2020/09/18,MD,0.96,0.05
2020/09/19,MD,0.96,0.05
2020/09/20,MD,0.95,0.05
2020/09/21,MD,0.95,0.05
2020/09/22,MD,0.95,0.05
2020/09/23,MD,0.95,0.05
2020/09/24,MD,0.95,0.05
2020/09/25,MD,0.95,0.05
2020/09/26,MD,0.96,0.04
2020/09/27,MD,0.96,0.05
2020/09/28,MD,0.95,0.05
2020/09/29,MD,0.95,0.05
2020/09/30,MD,0.96,0.05
2020/10/01,MD,0.96,0.04
2020/10/02,MD,0.96,0.04
2020/10/03,MD,0.96,0.05
2020/10/04,MD,0.95,0.05
2020/10/05,MD,0.95,0.05
2020/10/06,MD,0.96,0.05
2020/10/07,MD,0.95,0.05
2020/10/08,MD,0.96,0.04
2020/10/09,MD,0.96,0.05
2020/10/10,MD,0.96,0.04
2020/10/11,MD,0.96,0.05
2020/10/12,MD,0.96,0.05
2020/10/13,MD,0.96,0.05
2020/10/14,MD,0.95,0.04
2020/10/15,MD,0.96,0.05
2020/10/16,MD,0.95,0.06
2020/10/17,MD,0.94,0.06
2020/10/18,MD,0.95,0.05
2020/10/19,MD,0.94,0.07
2020/10/20,MD,0.94,0.06
2020/10/21,MD,0.95,0.05
2020/10/22,MD,0.95,0.06
2020/10/23,MD,0.95,0.06
2020/10/24,MD,0.95,0.06
2020/10/25,MD,0.95,0.06
2020/10/26,MD,0.94,0.05
2020/10/27,MD,0.95,0.06
2020/10/28,MD,0.95,0.06
2020/10/29,MD,0.95,0.06
2020/10/30,MD,0.96,0.05
2020/10/31,MD,0.95,0.05
2020/08/03,ME-01,0.95,0.06
2020/08/04,ME-01,0.95,0.06
2020/08/05,ME-01,0.95,0.06
2020/08/06,ME-01,0.95,0.06
2020/08/07,ME-01,0.95,0.06
2020/08/08,ME-01,0.95,0.06
2020/08/09,ME-01,0.95,0.06
2020/08/10,ME-01,0.95,0.06
2020/08/11,ME-01,0.94,0.06
2020/08/12,ME-01,0.95,0.07
2020/08/13,ME-01,0.95,0.07
2020/08/14,ME-01,0.95,0.07
2020/08/15,ME-01,0.95,0.05
2020/08/16,ME-01,0.95,0.05
2020/08/17,ME-01,0.95,0.06
2020/08/18,ME-01,0.94,0.06
2020/08/19,ME-01,0.94,0.06
2020/08/20,ME-01,0.94,0.06
2020/08/21,ME-01,0.94,0.07
2020/08/22,ME-01,0.93,0.07
2020/08/23,ME-01,0.95,0.06
2020/08/24,ME-01,0.95,0.06
2020/08/25,ME-01,0.95,0.06
2020/08/26,ME-01,0.95,0.06
2020/08/27,ME-01,0.95,0.07
2020/08/28,ME-01,0.95,0.07
2020/08/29,ME-01,0.94,0.07
2020/08/30,ME-01,0.94,0.07
2020/08/31,ME-01,0.94,0.06
2020/09/01,ME-01,0.94,0.09
2020/09/02,ME-01,0.93,0.07
2020/09/03,ME-01,0.93,0.07
2020/09/04,ME-01,0.93,0.06
2020/09/05,ME-01,0.95,0.06
2020/09/06,ME-01,0.95,0.06
2020/09/07,ME-01,0.95,0.07
2020/09/08,ME-01,0.95,0.07
2020/09/09,ME-01,0.94,0.07
2020/09/10,ME-01,0.94,0.06
2020/09/11,ME-01,0.94,0.07
2020/09/12,ME-01,0.94,0.07
2020/09/13,ME-01,0.94,0.06
2020/09/14,ME-01,0.94,0.06
2020/09/15,ME-01,0.94,0.06
2020/09/16,ME-01,0.94,0.06
2020/09/17,ME-01,0.95,0.06
2020/09/18,ME-01,0.95,0.07
2020/09/19,ME-01,0.93,0.07
2020/09/20,ME-01,0.93,0.08
2020/09/21,ME-01,0.93,0.08
2020/09/22,ME-01,0.93,0.07
2020/09/23,ME-01,0.93,0.07
2020/09/24,ME-01,0.93,0.07
2020/09/25,ME-01,0.94,0.07
2020/09/26,ME-01,0.94,0.07
2020/09/27,ME-01,0.93,0.07
2020/09/28,ME-01,0.93,0.06
2020/09/29,ME-01,0.94,0.06
2020/09/30,ME-01,0.95,0.06
2020/10/01,ME-01,0.94,0.06
2020/10/02,ME-01,0.95,0.04
2020/10/03,ME-01,0.95,0.05
2020/10/04,ME-01,0.95,0.05
2020/10/05,ME-01,0.96,0.05
2020/10/06,ME-01,0.96,0.05
2020/10/07,ME-01,0.96,0.04
2020/10/08,ME-01,0.96,0.05
2020/10/09,ME-01,0.96,0.05
2020/10/10,ME-01,0.94,0.06
2020/10/11,ME-01,0.94,0.05
2020/10/12,ME-01,0.94,0.05
2020/10/13,ME-01,0.96,0.05
2020/10/14,ME-01,0.96,0.06
2020/10/15,ME-01,0.97,0.06
2020/10/16,ME-01,0.95,0.04
2020/10/17,ME-01,0.95,0.05
2020/10/18,ME-01,0.93,0.04
2020/10/19,ME-01,0.93,0.04
2020/10/20,ME-01,0.95,0.06
2020/10/21,ME-01,0.95,0.05
2020/10/22,ME-01,0.94,0.07
2020/10/23,ME-01,0.96,0.06
2020/10/24,ME-01,0.96,0.08
2020/10/25,ME-01,0.95,0.06
2020/10/26,ME-01,0.93,0.07
2020/10/27,ME-01,0.93,0.06
2020/10/28,ME-01,0.95,0.06
2020/10/29,ME-01,0.94,0.06
2020/10/30,ME-01,0.96,0.04
2020/10/31,ME-01,0.92,0.07
2020/08/03,ME-02,0.42,0.57
2020/08/04,ME-02,0.42,0.57
2020/08/05,ME-02,0.42,0.6
2020/08/06,ME-02,0.4,0.6
2020/08/07,ME-02,0.38,0.62
2020/08/08,ME-02,0.36,0.62
2020/08/09,ME-02,0.36,0.64
2020/08/10,ME-02,0.35,0.66
2020/08/11,ME-02,0.39,0.63
2020/08/12,ME-02,0.38,0.63
2020/08/13,ME-02,0.39,0.61
2020/08/14,ME-02,0.39,0.6
2020/08/15,ME-02,0.38,0.61
2020/08/16,ME-02,0.38,0.62
2020/08/17,ME-02,0.37,0.63
2020/08/18,ME-02,0.36,0.65
2020/08/19,ME-02,0.35,0.64
2020/08/20,ME-02,0.36,0.64
2020/08/21,ME-02,0.35,0.67
2020/08/22,ME-02,0.35,0.71
2020/08/23,ME-02,0.33,0.68
2020/08/24,ME-02,0.35,0.66
2020/08/25,ME-02,0.34,0.66
2020/08/26,ME-02,0.33,0.68
2020/08/27,ME-02,0.29,0.72
2020/08/28,ME-02,0.32,0.69
2020/08/29,ME-02,0.32,0.7
2020/08/30,ME-02,0.31,0.7
2020/08/31,ME-02,0.3,0.7
2020/09/01,ME-02,0.34,0.7
2020/09/02,ME-02,0.34,0.68
2020/09/03,ME-02,0.32,0.68
2020/09/04,ME-02,0.32,0.7
2020/09/05,ME-02,0.33,0.65
2020/09/06,ME-02,0.36,0.66
2020/09/07,ME-02,0.38,0.65
2020/09/08,ME-02,0.36,0.64
2020/09/09,ME-02,0.37,0.65
2020/09/10,ME-02,0.42,0.59
2020/09/11,ME-02,0.41,0.59
2020/09/12,ME-02,0.42,0.6
2020/09/13,ME-02,0.41,0.61
2020/09/14,ME-02,0.4,0.64
2020/09/15,ME-02,0.41,0.61
2020/09/16,ME-02,0.45,0.57
2020/09/17,ME-02,0.44,0.55
2020/09/18,ME-02,0.47,0.53
2020/09/19,ME-02,0.46,0.57
2020/09/20,ME-02,0.46,0.57
2020/09/21,ME-02,0.45,0.56
2020/09/22,ME-02,0.46,0.56
2020/09/23,ME-02,0.45,0.57
2020/09/24,ME-02,0.45,0.56
2020/09/25,ME-02,0.47,0.54
2020/09/26,ME-02,0.46,0.55
2020/09/27,ME-02,0.48,0.54
2020/09/28,ME-02,0.5,0.5
2020/09/29,ME-02,0.51,0.51
2020/09/30,ME-02,0.51,0.51
2020/10/01,ME-02,0.53,0.47
2020/10/02,ME-02,0.6,0.44
2020/10/03,ME-02,0.58,0.43
2020/10/04,ME-02,0.58,0.43
2020/10/05,ME-02,0.56,0.44
2020/10/06,ME-02,0.48,0.53
2020/10/07,ME-02,0.53,0.5
2020/10/08,ME-02,0.55,0.48
2020/10/09,ME-02,0.52,0.5
2020/10/10,ME-02,0.49,0.52
2020/10/11,ME-02,0.49,0.52
2020/10/12,ME-02,0.44,0.56
2020/10/13,ME-02,0.48,0.55
2020/10/14,ME-02,0.46,0.56
2020/10/15,ME-02,0.55,0.46
2020/10/16,ME-02,0.54,0.5
2020/10/17,ME-02,0.52,0.51
2020/10/18,ME-02,0.5,0.51
2020/10/19,ME-02,0.44,0.53
2020/10/20,ME-02,0.44,0.57
2020/10/21,ME-02,0.45,0.56
2020/10/22,ME-02,0.47,0.51
2020/10/23,ME-02,0.45,0.55
2020/10/24,ME-02,0.45,0.56
2020/10/25,ME-02,0.47,0.56
2020/10/26,ME-02,0.43,0.59
2020/10/27,ME-02,0.4,0.6
2020/10/28,ME-02,0.44,0.57
2020/10/29,ME-02,0.47,0.52
2020/10/30,ME-02,0.49,0.55
2020/10/31,ME-02,0.44,0.57
2020/08/03,ME,0.84,0.17
2020/08/04,ME,0.85,0.16
2020/08/05,ME,0.85,0.16
2020/08/06,ME,0.85,0.17
2020/08/07,ME,0.84,0.16
2020/08/08,ME,0.84,0.16
2020/08/09,ME,0.84,0.16
2020/08/10,ME,0.85,0.18
2020/08/11,ME,0.85,0.17
2020/08/12,ME,0.84,0.17
2020/08/13,ME,0.85,0.19
2020/08/14,ME,0.84,0.19
2020/08/15,ME,0.84,0.18
2020/08/16,ME,0.81,0.19
2020/08/17,ME,0.81,0.19
2020/08/18,ME,0.79,0.21
2020/08/19,ME,0.82,0.19
2020/08/20,ME,0.84,0.17
2020/08/21,ME,0.83,0.17
2020/08/22,ME,0.84,0.17
2020/08/23,ME,0.84,0.16
2020/08/24,ME,0.84,0.16
2020/08/25,ME,0.85,0.15
2020/08/26,ME,0.82,0.19
2020/08/27,ME,0.81,0.19
2020/08/28,ME,0.8,0.21
2020/08/29,ME,0.77,0.23
2020/08/30,ME,0.78,0.23
2020/08/31,ME,0.78,0.23
2020/09/01,ME,0.77,0.23
2020/09/02,ME,0.78,0.21
2020/09/03,ME,0.8,0.2
2020/09/04,ME,0.82,0.19
2020/09/05,ME,0.81,0.19
2020/09/06,ME,0.82,0.19
2020/09/07,ME,0.82,0.18
2020/09/08,ME,0.83,0.19
2020/09/09,ME,0.84,0.19
2020/09/10,ME,0.83,0.19
2020/09/11,ME,0.82,0.18
2020/09/12,ME,0.81,0.2
2020/09/13,ME,0.82,0.19
2020/09/14,ME,0.82,0.19
2020/09/15,ME,0.82,0.19
2020/09/16,ME,0.85,0.15
2020/09/17,ME,0.84,0.16
2020/09/18,ME,0.85,0.15
2020/09/19,ME,0.85,0.17
2020/09/20,ME,0.84,0.17
2020/09/21,ME,0.84,0.18
2020/09/22,ME,0.84,0.16
2020/09/23,ME,0.85,0.16
2020/09/24,ME,0.85,0.15
2020/09/25,ME,0.86,0.16
2020/09/26,ME,0.86,0.15
2020/09/27,ME,0.85,0.16
2020/09/28,ME,0.85,0.15
2020/09/29,ME,0.85,0.16
2020/09/30,ME,0.86,0.16
2020/10/01,ME,0.86,0.15
2020/10/02,ME,0.88,0.12
2020/10/03,ME,0.89,0.11
2020/10/04,ME,0.9,0.1
2020/10/05,ME,0.9,0.11
2020/10/06,ME,0.89,0.11
2020/10/07,ME,0.89,0.11
2020/10/08,ME,0.9,0.12
2020/10/09,ME,0.89,0.12
2020/10/10,ME,0.87,0.15
2020/10/11,ME,0.89,0.12
2020/10/12,ME,0.89,0.12
2020/10/13,ME,0.89,0.12
2020/10/14,ME,0.89,0.14
2020/10/15,ME,0.88,0.13
2020/10/16,ME,0.88,0.13
2020/10/17,ME,0.87,0.12
2020/10/18,ME,0.89,0.12
2020/10/19,ME,0.86,0.13
2020/10/20,ME,0.88,0.14
2020/10/21,ME,0.88,0.14
2020/10/22,ME,0.88,0.13
2020/10/23,ME,0.87,0.14
2020/10/24,ME,0.86,0.14
2020/10/25,ME,0.86,0.15
2020/10/26,ME,0.87,0.13
2020/10/27,ME,0.86,0.12
2020/10/28,ME,0.89,0.13
2020/10/29,ME,0.9,0.12
2020/10/30,ME,0.92,0.1
2020/10/31,ME,0.9,0.11
2020/08/03,MI,0.74,0.27
2020/08/04,MI,0.75,0.28
2020/08/05,MI,0.75,0.27
2020/08/06,MI,0.74,0.28
2020/08/07,MI,0.72,0.28
2020/08/08,MI,0.7,0.3
2020/08/09,MI,0.71,0.32
2020/08/10,MI,0.68,0.3
2020/08/11,MI,0.72,0.31
2020/08/12,MI,0.74,0.29
2020/08/13,MI,0.73,0.3
2020/08/14,MI,0.74,0.3
2020/08/15,MI,0.73,0.3
2020/08/16,MI,0.73,0.29
2020/08/17,MI,0.72,0.3
2020/08/18,MI,0.72,0.29
2020/08/19,MI,0.74,0.28
2020/08/20,MI,0.74,0.26
2020/08/21,MI,0.73,0.28
2020/08/22,MI,0.73,0.27
2020/08/23,MI,0.72,0.28
2020/08/24,MI,0.71,0.3
2020/08/25,MI,0.72,0.3
2020/08/26,MI,0.71,0.3
2020/08/27,MI,0.72,0.32
2020/08/28,MI,0.68,0.33
2020/08/29,MI,0.67,0.34
2020/08/30,MI,0.68,0.35
2020/08/31,MI,0.67,0.34
2020/09/01,MI,0.68,0.34
2020/09/02,MI,0.69,0.33
2020/09/03,MI,0.69,0.33
2020/09/04,MI,0.7,0.34
2020/09/05,MI,0.7,0.33
2020/09/06,MI,0.69,0.32
2020/09/07,MI,0.69,0.32
2020/09/08,MI,0.7,0.31
2020/09/09,MI,0.71,0.31
2020/09/10,MI,0.7,0.32
2020/09/11,MI,0.69,0.32
2020/09/12,MI,0.69,0.31
2020/09/13,MI,0.7,0.31
2020/09/14,MI,0.71,0.31
2020/09/15,MI,0.71,0.3
2020/09/16,MI,0.71,0.29
2020/09/17,MI,0.73,0.29
2020/09/18,MI,0.74,0.29
2020/09/19,MI,0.73,0.29
2020/09/20,MI,0.72,0.29
2020/09/21,MI,0.71,0.31
2020/09/22,MI,0.71,0.29
2020/09/23,MI,0.7,0.31
2020/09/24,MI,0.71,0.3
2020/09/25,MI,0.71,0.3
2020/09/26,MI,0.71,0.32
2020/09/27,MI,0.72,0.3
2020/09/28,MI,0.71,0.31
2020/09/29,MI,0.74,0.29
2020/09/30,MI,0.74,0.27
2020/10/01,MI,0.77,0.25
2020/10/02,MI,0.77,0.23
2020/10/03,MI,0.78,0.24
2020/10/04,MI,0.77,0.27
2020/10/05,MI,0.76,0.26
2020/10/06,MI,0.77,0.24
2020/10/07,MI,0.8,0.22
2020/10/08,MI,0.78,0.23
2020/10/09,MI,0.78,0.23
2020/10/10,MI,0.75,0.26
2020/10/11,MI,0.76,0.25
2020/10/12,MI,0.76,0.28
2020/10/13,MI,0.74,0.27
2020/10/14,MI,0.74,0.26
2020/10/15,MI,0.75,0.27
2020/10/16,MI,0.73,0.3
2020/10/17,MI,0.69,0.34
2020/10/18,MI,0.7,0.33
2020/10/19,MI,0.69,0.34
2020/10/20,MI,0.67,0.36
2020/10/21,MI,0.7,0.32
2020/10/22,MI,0.68,0.35
2020/10/23,MI,0.66,0.35
2020/10/24,MI,0.66,0.37
2020/10/25,MI,0.68,0.32
2020/10/26,MI,0.7,0.32
2020/10/27,MI,0.67,0.35
2020/10/28,MI,0.71,0.29
2020/10/29,MI,0.72,0.32
2020/10/30,MI,0.73,0.32
2020/10/31,MI,0.69,0.32
2020/08/03,MN,0.77,0.25
2020/08/04,MN,0.78,0.23
2020/08/05,MN,0.8,0.22
2020/08/06,MN,0.8,0.23
2020/08/07,MN,0.76,0.25
2020/08/08,MN,0.78,0.23
2020/08/09,MN,0.77,0.26
2020/08/10,MN,0.77,0.24
2020/08/11,MN,0.78,0.27
2020/08/12,MN,0.77,0.25
2020/08/13,MN,0.76,0.25
2020/08/14,MN,0.77,0.28
2020/08/15,MN,0.76,0.28
2020/08/16,MN,0.75,0.28
2020/08/17,MN,0.74,0.3
2020/08/18,MN,0.74,0.28
2020/08/19,MN,0.75,0.27
2020/08/20,MN,0.73,0.28
2020/08/21,MN,0.73,0.28
2020/08/22,MN,0.74,0.28
2020/08/23,MN,0.73,0.29
2020/08/24,MN,0.72,0.3
2020/08/25,MN,0.71,0.3
2020/08/26,MN,0.69,0.32
2020/08/27,MN,0.67,0.34
2020/08/28,MN,0.66,0.34
2020/08/29,MN,0.64,0.37
2020/08/30,MN,0.66,0.38
2020/08/31,MN,0.66,0.36
2020/09/01,MN,0.65,0.37
2020/09/02,MN,0.67,0.35
2020/09/03,MN,0.67,0.34
2020/09/04,MN,0.7,0.34
2020/09/05,MN,0.68,0.33
2020/09/06,MN,0.69,0.32
2020/09/07,MN,0.69,0.33
2020/09/08,MN,0.69,0.33
2020/09/09,MN,0.72,0.32
2020/09/10,MN,0.72,0.31
2020/09/11,MN,0.72,0.31
2020/09/12,MN,0.72,0.3
2020/09/13,MN,0.73,0.28
2020/09/14,MN,0.73,0.29
2020/09/15,MN,0.76,0.26
2020/09/16,MN,0.77,0.27
2020/09/17,MN,0.75,0.26
2020/09/18,MN,0.75,0.28
2020/09/19,MN,0.75,0.28
2020/09/20,MN,0.74,0.26
2020/09/21,MN,0.76,0.26
2020/09/22,MN,0.76,0.26
2020/09/23,MN,0.75,0.28
2020/09/24,MN,0.76,0.27
2020/09/25,MN,0.77,0.27
2020/09/26,MN,0.75,0.27
