date,party,win_prob,state
2020-05-03,republican,0.0,Massachusetts
2020-05-04,democratic,1.0,Massachusetts
2020-05-04,republican,0.0,Massachusetts
2020-05-05,democratic,1.0,Massachusetts
2020-05-05,republican,0.0,Massachusetts
2020-05-06,democratic,1.0,Massachusetts
2020-05-06,republican,0.0,Massachusetts
2020-05-07,democratic,1.0,Massachusetts
2020-05-07,republican,0.0,Massachusetts
2020-05-08,democratic,1.0,Massachusetts
2020-05-08,republican,0.0,Massachusetts
2020-05-09,democratic,1.0,Massachusetts
2020-05-09,republican,0.0,Massachusetts
2020-05-10,democratic,1.0,Massachusetts
2020-05-10,republican,0.0,Massachusetts
2020-05-11,democratic,1.0,Massachusetts
2020-05-11,republican,0.0,Massachusetts
2020-05-12,democratic,1.0,Massachusetts
2020-05-12,republican,0.0,Massachusetts
2020-05-13,democratic,1.0,Massachusetts
2020-05-13,republican,0.0,Massachusetts
2020-05-14,democratic,1.0,Massachusetts
2020-05-14,republican,0.0,Massachusetts
2020-05-15,democratic,1.0,Massachusetts
2020-05-15,republican,0.0,Massachusetts
2020-05-16,democratic,1.0,Massachusetts
2020-05-16,republican,0.0,Massachusetts
2020-05-17,democratic,1.0,Massachusetts
2020-05-17,republican,0.0,Massachusetts
2020-05-18,democratic,1.0,Massachusetts
2020-05-18,republican,0.0,Massachusetts
2020-05-19,democratic,1.0,Massachusetts
2020-05-19,republican,0.0,Massachusetts
2020-05-20,democratic,1.0,Massachusetts
2020-05-20,republican,0.0,Massachusetts
2020-05-21,democratic,1.0,Massachusetts
2020-05-21,republican,0.0,Massachusetts
2020-05-22,democratic,1.0,Massachusetts
2020-05-22,republican,0.0,Massachusetts
2020-05-23,democratic,1.0,Massachusetts
2020-05-23,republican,0.0,Massachusetts
2020-05-24,democratic,1.0,Massachusetts
2020-05-24,republican,0.0,Massachusetts
2020-05-25,democratic,1.0,Massachusetts
2020-05-25,republican,0.0,Massachusetts
2020-05-26,democratic,1.0,Massachusetts
2020-05-26,republican,0.0,Massachusetts
2020-05-27,democratic,1.0,Massachusetts
2020-05-27,republican,0.0,Massachusetts
2020-05-28,democratic,1.0,Massachusetts
2020-05-28,republican,0.0,Massachusetts
2020-05-29,democratic,1.0,Massachusetts
2020-05-29,republican,0.0,Massachusetts
2020-05-30,democratic,1.0,Massachusetts
2020-05-30,republican,0.0,Massachusetts
2020-05-31,democratic,1.0,Massachusetts
2020-05-31,republican,0.0,Massachusetts
2020-06-01,democratic,1.0,Massachusetts
2020-06-01,republican,0.0,Massachusetts
2020-06-02,democratic,1.0,Massachusetts
2020-06-02,republican,0.0,Massachusetts
2020-06-03,democratic,1.0,Massachusetts
2020-06-03,republican,0.0,Massachusetts
2020-06-04,democratic,1.0,Massachusetts
2020-06-04,republican,0.0,Massachusetts
2020-06-05,democratic,1.0,Massachusetts
2020-06-05,republican,0.0,Massachusetts
2020-06-06,democratic,1.0,Massachusetts
2020-06-06,republican,0.0,Massachusetts
2020-06-07,democratic,1.0,Massachusetts
2020-06-07,republican,0.0,Massachusetts
2020-06-08,democratic,1.0,Massachusetts
2020-06-08,republican,0.0,Massachusetts
2020-06-09,democratic,1.0,Massachusetts
2020-06-09,republican,0.0,Massachusetts
2020-06-10,democratic,1.0,Massachusetts
2020-06-10,republican,0.0,Massachusetts
2020-06-11,democratic,1.0,Massachusetts
2020-06-11,republican,0.0,Massachusetts
2020-06-12,democratic,1.0,Massachusetts
2020-06-12,republican,0.0,Massachusetts
2020-06-13,democratic,1.0,Massachusetts
2020-06-13,republican,0.0,Massachusetts
2020-06-14,democratic,1.0,Massachusetts
2020-06-14,republican,0.0,Massachusetts
2020-06-15,democratic,1.0,Massachusetts
2020-06-15,republican,0.0,Massachusetts
2020-06-16,democratic,1.0,Massachusetts
2020-06-16,republican,0.0,Massachusetts
2020-06-17,democratic,1.0,Massachusetts
2020-06-17,republican,0.0,Massachusetts
2020-06-18,democratic,1.0,Massachusetts
2020-06-18,republican,0.0,Massachusetts
2020-06-19,democratic,1.0,Massachusetts
2020-06-19,republican,0.0,Massachusetts
2020-06-20,democratic,1.0,Massachusetts
2020-06-20,republican,0.0,Massachusetts
2020-06-21,democratic,1.0,Massachusetts
2020-06-21,republican,0.0,Massachusetts
2020-06-22,democratic,1.0,Massachusetts
2020-06-22,republican,0.0,Massachusetts
2020-06-23,democratic,1.0,Massachusetts
2020-06-23,republican,0.0,Massachusetts
2020-06-24,democratic,1.0,Massachusetts
2020-06-24,republican,0.0,Massachusetts
2020-06-25,democratic,1.0,Massachusetts
2020-06-25,republican,0.0,Massachusetts
2020-06-26,democratic,1.0,Massachusetts
2020-06-26,republican,0.0,Massachusetts
2020-06-27,democratic,1.0,Massachusetts
2020-06-27,republican,0.0,Massachusetts
2020-06-28,democratic,1.0,Massachusetts
2020-06-28,republican,0.0,Massachusetts
2020-06-29,democratic,1.0,Massachusetts
2020-06-29,republican,0.0,Massachusetts
2020-06-30,democratic,1.0,Massachusetts
2020-06-30,republican,0.0,Massachusetts
2020-07-01,democratic,1.0,Massachusetts
2020-07-01,republican,0.0,Massachusetts
2020-07-02,democratic,1.0,Massachusetts
2020-07-02,republican,0.0,Massachusetts
2020-07-03,democratic,1.0,Massachusetts
2020-07-03,republican,0.0,Massachusetts
2020-07-04,democratic,1.0,Massachusetts
2020-07-04,republican,0.0,Massachusetts
2020-07-05,democratic,1.0,Massachusetts
2020-07-05,republican,0.0,Massachusetts
2020-07-06,democratic,1.0,Massachusetts
2020-07-06,republican,0.0,Massachusetts
2020-07-07,democratic,1.0,Massachusetts
2020-07-07,republican,0.0,Massachusetts
2020-07-08,democratic,1.0,Massachusetts
2020-07-08,republican,0.0,Massachusetts
2020-07-09,democratic,1.0,Massachusetts
2020-07-09,republican,0.0,Massachusetts
2020-07-10,democratic,1.0,Massachusetts
2020-07-10,republican,0.0,Massachusetts
2020-07-11,democratic,1.0,Massachusetts
2020-07-11,republican,0.0,Massachusetts
2020-07-12,democratic,1.0,Massachusetts
2020-07-12,republican,0.0,Massachusetts
2020-07-13,democratic,1.0,Massachusetts
2020-07-13,republican,0.0,Massachusetts
2020-07-14,democratic,1.0,Massachusetts
2020-07-14,republican,0.0,Massachusetts
2020-07-15,democratic,1.0,Massachusetts
2020-07-15,republican,0.0,Massachusetts
2020-07-16,democratic,1.0,Massachusetts
2020-07-16,republican,0.0,Massachusetts
2020-07-17,democratic,1.0,Massachusetts
2020-07-17,republican,0.0,Massachusetts
2020-07-18,democratic,1.0,Massachusetts
2020-07-18,republican,0.0,Massachusetts
2020-07-19,democratic,1.0,Massachusetts
2020-07-19,republican,0.0,Massachusetts
2020-07-20,democratic,1.0,Massachusetts
2020-07-20,republican,0.0,Massachusetts
2020-07-21,democratic,1.0,Massachusetts
2020-07-21,republican,0.0,Massachusetts
2020-07-22,democratic,1.0,Massachusetts
2020-07-22,republican,0.0,Massachusetts
2020-07-23,democratic,1.0,Massachusetts
2020-07-23,republican,0.0,Massachusetts
2020-07-24,democratic,1.0,Massachusetts
2020-07-24,republican,0.0,Massachusetts
2020-07-25,democratic,1.0,Massachusetts
2020-07-25,republican,0.0,Massachusetts
2020-07-26,democratic,1.0,Massachusetts
2020-07-26,republican,0.0,Massachusetts
2020-07-27,democratic,1.0,Massachusetts
2020-07-27,republican,0.0,Massachusetts
2020-07-28,democratic,1.0,Massachusetts
2020-07-28,republican,0.0,Massachusetts
2020-07-29,democratic,1.0,Massachusetts
2020-07-29,republican,0.0,Massachusetts
2020-07-30,democratic,1.0,Massachusetts
2020-07-30,republican,0.0,Massachusetts
2020-07-31,democratic,1.0,Massachusetts
2020-07-31,republican,0.0,Massachusetts
2020-08-01,democratic,1.0,Massachusetts
2020-08-01,republican,0.0,Massachusetts
2020-08-02,democratic,1.0,Massachusetts
2020-08-02,republican,0.0,Massachusetts
2020-08-03,democratic,1.0,Massachusetts
2020-08-03,republican,0.0,Massachusetts
2020-08-04,democratic,1.0,Massachusetts
2020-08-04,republican,0.0,Massachusetts
2020-08-05,democratic,1.0,Massachusetts
2020-08-05,republican,0.0,Massachusetts
2020-08-06,democratic,1.0,Massachusetts
2020-08-06,republican,0.0,Massachusetts
2020-08-07,democratic,1.0,Massachusetts
2020-08-07,republican,0.0,Massachusetts
2020-08-08,democratic,1.0,Massachusetts
2020-08-08,republican,0.0,Massachusetts
2020-08-09,democratic,1.0,Massachusetts
2020-08-09,republican,0.0,Massachusetts
2020-08-10,democratic,1.0,Massachusetts
2020-08-10,republican,0.0,Massachusetts
2020-08-11,democratic,1.0,Massachusetts
2020-08-11,republican,0.0,Massachusetts
2020-08-12,democratic,1.0,Massachusetts
2020-08-12,republican,0.0,Massachusetts
2020-08-13,democratic,1.0,Massachusetts
2020-08-13,republican,0.0,Massachusetts
2020-08-14,democratic,1.0,Massachusetts
2020-08-14,republican,0.0,Massachusetts
2020-08-15,democratic,1.0,Massachusetts
2020-08-15,republican,0.0,Massachusetts
2020-08-16,democratic,1.0,Massachusetts
2020-08-16,republican,0.0,Massachusetts
2020-08-17,democratic,1.0,Massachusetts
2020-08-17,republican,0.0,Massachusetts
2020-08-18,democratic,1.0,Massachusetts
2020-08-18,republican,0.0,Massachusetts
2020-08-19,democratic,1.0,Massachusetts
2020-08-19,republican,0.0,Massachusetts
2020-08-20,democratic,1.0,Massachusetts
2020-08-20,republican,0.0,Massachusetts
2020-08-21,democratic,1.0,Massachusetts
2020-08-21,republican,0.0,Massachusetts
2020-08-22,democratic,1.0,Massachusetts
2020-08-22,republican,0.0,Massachusetts
2020-08-23,democratic,1.0,Massachusetts
2020-08-23,republican,0.0,Massachusetts
2020-08-24,democratic,1.0,Massachusetts
2020-08-24,republican,0.0,Massachusetts
2020-08-25,democratic,1.0,Massachusetts
2020-08-25,republican,0.0,Massachusetts
2020-08-26,democratic,1.0,Massachusetts
2020-08-26,republican,0.0,Massachusetts
2020-08-27,democratic,1.0,Massachusetts
2020-08-27,republican,0.0,Massachusetts
2020-08-28,democratic,1.0,Massachusetts
2020-08-28,republican,0.0,Massachusetts
2020-08-29,democratic,1.0,Massachusetts
2020-08-29,republican,0.0,Massachusetts
2020-08-30,democratic,1.0,Massachusetts
2020-08-30,republican,0.0,Massachusetts
2020-08-31,democratic,1.0,Massachusetts
2020-08-31,republican,0.0,Massachusetts
2020-09-01,democratic,1.0,Massachusetts
2020-09-01,republican,0.0,Massachusetts
2020-09-02,democratic,1.0,Massachusetts
2020-09-02,republican,0.0,Massachusetts
2020-09-03,democratic,1.0,Massachusetts
2020-09-03,republican,0.0,Massachusetts
2020-09-04,democratic,1.0,Massachusetts
2020-09-04,republican,0.0,Massachusetts
2020-09-05,democratic,1.0,Massachusetts
2020-09-05,republican,0.0,Massachusetts
2020-09-06,democratic,1.0,Massachusetts
2020-09-06,republican,0.0,Massachusetts
2020-09-07,democratic,1.0,Massachusetts
2020-09-07,republican,0.0,Massachusetts
2020-09-08,democratic,1.0,Massachusetts
2020-09-08,republican,0.0,Massachusetts
2020-09-09,democratic,1.0,Massachusetts
2020-09-09,republican,0.0,Massachusetts
2020-09-10,democratic,1.0,Massachusetts
2020-09-10,republican,0.0,Massachusetts
2020-09-11,democratic,1.0,Massachusetts
2020-09-11,republican,0.0,Massachusetts
2020-09-12,democratic,1.0,Massachusetts
2020-09-12,republican,0.0,Massachusetts
2020-09-13,democratic,1.0,Massachusetts
2020-09-13,republican,0.0,Massachusetts
2020-09-14,democratic,1.0,Massachusetts
2020-09-14,republican,0.0,Massachusetts
2020-09-15,democratic,1.0,Massachusetts
2020-09-15,republican,0.0,Massachusetts
2020-09-16,democratic,1.0,Massachusetts
2020-09-16,republican,0.0,Massachusetts
2020-09-17,democratic,1.0,Massachusetts
2020-09-17,republican,0.0,Massachusetts
2020-09-18,democratic,1.0,Massachusetts
2020-09-18,republican,0.0,Massachusetts
2020-09-19,democratic,1.0,Massachusetts
2020-09-19,republican,0.0,Massachusetts
2020-09-20,democratic,1.0,Massachusetts
2020-09-20,republican,0.0,Massachusetts
2020-09-21,democratic,1.0,Massachusetts
2020-09-21,republican,0.0,Massachusetts
2020-09-22,democratic,1.0,Massachusetts
2020-09-22,republican,0.0,Massachusetts
2020-09-23,democratic,1.0,Massachusetts
2020-09-23,republican,0.0,Massachusetts
2020-09-24,democratic,1.0,Massachusetts
2020-09-24,republican,0.0,Massachusetts
2020-09-25,democratic,1.0,Massachusetts
2020-09-25,republican,0.0,Massachusetts
2020-09-26,democratic,1.0,Massachusetts
2020-09-26,republican,0.0,Massachusetts
2020-09-27,democratic,1.0,Massachusetts
2020-09-27,republican,0.0,Massachusetts
2020-09-28,democratic,1.0,Massachusetts
2020-09-28,republican,0.0,Massachusetts
2020-09-29,democratic,1.0,Massachusetts
2020-09-29,republican,0.0,Massachusetts
2020-09-30,democratic,1.0,Massachusetts
2020-09-30,republican,0.0,Massachusetts
2020-10-01,democratic,1.0,Massachusetts
2020-10-01,republican,0.0,Massachusetts
2020-03-01,democratic,0.575,Michigan
2020-03-01,republican,0.425,Michigan
2020-03-02,democratic,0.581,Michigan
2020-03-02,republican,0.419,Michigan
2020-03-03,democratic,0.5820000000000001,Michigan
2020-03-03,republican,0.418,Michigan
2020-03-04,democratic,0.575,Michigan
2020-03-04,republican,0.425,Michigan
2020-03-05,democratic,0.586,Michigan
2020-03-05,republican,0.414,Michigan
2020-03-06,democratic,0.5920000000000001,Michigan
2020-03-06,republican,0.408,Michigan
2020-03-07,democratic,0.581,Michigan
2020-03-07,republican,0.419,Michigan
2020-03-08,democratic,0.523,Michigan
2020-03-08,republican,0.47700000000000004,Michigan
2020-03-09,democratic,0.489,Michigan
2020-03-09,republican,0.511,Michigan
2020-03-10,democratic,0.473,Michigan
2020-03-10,republican,0.527,Michigan
2020-03-11,democratic,0.465,Michigan
2020-03-11,republican,0.535,Michigan
2020-03-12,democratic,0.46399999999999997,Michigan
2020-03-12,republican,0.536,Michigan
2020-03-13,democratic,0.473,Michigan
2020-03-13,republican,0.527,Michigan
2020-03-14,democratic,0.48,Michigan
2020-03-14,republican,0.52,Michigan
2020-03-15,democratic,0.485,Michigan
2020-03-15,republican,0.515,Michigan
2020-03-16,democratic,0.49200000000000005,Michigan
2020-03-16,republican,0.508,Michigan
2020-03-17,democratic,0.505,Michigan
2020-03-17,republican,0.495,Michigan
2020-03-18,democratic,0.506,Michigan
2020-03-18,republican,0.494,Michigan
2020-03-19,democratic,0.508,Michigan
2020-03-19,republican,0.49200000000000005,Michigan
2020-03-20,democratic,0.501,Michigan
2020-03-20,republican,0.499,Michigan
2020-03-21,democratic,0.51,Michigan
2020-03-21,republican,0.49,Michigan
2020-03-22,democratic,0.5,Michigan
2020-03-22,republican,0.5,Michigan
2020-03-23,democratic,0.503,Michigan
2020-03-23,republican,0.49700000000000005,Michigan
2020-03-24,democratic,0.491,Michigan
2020-03-24,republican,0.509,Michigan
2020-03-25,democratic,0.489,Michigan
2020-03-25,republican,0.511,Michigan
2020-03-26,democratic,0.494,Michigan
2020-03-26,republican,0.506,Michigan
2020-03-27,democratic,0.503,Michigan
2020-03-27,republican,0.49700000000000005,Michigan
2020-03-28,democratic,0.499,Michigan
2020-03-28,republican,0.501,Michigan
2020-03-29,democratic,0.502,Michigan
2020-03-29,republican,0.498,Michigan
2020-03-30,democratic,0.501,Michigan
2020-03-30,republican,0.499,Michigan
2020-03-31,democratic,0.507,Michigan
2020-03-31,republican,0.493,Michigan
2020-04-01,democratic,0.529,Michigan
2020-04-01,republican,0.47100000000000003,Michigan
2020-04-02,democratic,0.529,Michigan
2020-04-02,republican,0.47100000000000003,Michigan
2020-04-03,democratic,0.5379999999999999,Michigan
2020-04-03,republican,0.462,Michigan
2020-04-04,democratic,0.537,Michigan
2020-04-04,republican,0.46299999999999997,Michigan
2020-04-05,democratic,0.541,Michigan
2020-04-05,republican,0.45899999999999996,Michigan
2020-04-06,democratic,0.5489999999999999,Michigan
2020-04-06,republican,0.451,Michigan
2020-04-07,democratic,0.547,Michigan
2020-04-07,republican,0.45299999999999996,Michigan
2020-04-08,democratic,0.5429999999999999,Michigan
2020-04-08,republican,0.457,Michigan
2020-04-09,democratic,0.537,Michigan
2020-04-09,republican,0.46299999999999997,Michigan
2020-04-10,democratic,0.545,Michigan
2020-04-10,republican,0.455,Michigan
2020-04-11,democratic,0.544,Michigan
2020-04-11,republican,0.456,Michigan
2020-04-12,democratic,0.544,Michigan
2020-04-12,republican,0.456,Michigan
2020-04-13,democratic,0.568,Michigan
2020-04-13,republican,0.43200000000000005,Michigan
2020-04-14,democratic,0.5710000000000001,Michigan
2020-04-14,republican,0.429,Michigan
2020-04-15,democratic,0.561,Michigan
2020-04-15,republican,0.439,Michigan
2020-04-16,democratic,0.588,Michigan
2020-04-16,republican,0.41200000000000003,Michigan
2020-04-17,democratic,0.596,Michigan
2020-04-17,republican,0.40399999999999997,Michigan
2020-04-18,democratic,0.585,Michigan
2020-04-18,republican,0.415,Michigan
2020-04-19,democratic,0.586,Michigan
2020-04-19,republican,0.414,Michigan
2020-04-20,democratic,0.586,Michigan
2020-04-20,republican,0.414,Michigan
2020-04-21,democratic,0.599,Michigan
2020-04-21,republican,0.401,Michigan
2020-04-22,democratic,0.639,Michigan
2020-04-22,republican,0.361,Michigan
2020-04-23,democratic,0.659,Michigan
2020-04-23,republican,0.341,Michigan
2020-04-24,democratic,0.669,Michigan
2020-04-24,republican,0.331,Michigan
2020-04-25,democratic,0.674,Michigan
2020-04-25,republican,0.326,Michigan
2020-04-26,democratic,0.674,Michigan
2020-04-26,republican,0.326,Michigan
2020-04-27,democratic,0.667,Michigan
2020-04-27,republican,0.33299999999999996,Michigan
2020-04-28,democratic,0.662,Michigan
2020-04-28,republican,0.33799999999999997,Michigan
2020-04-29,democratic,0.6659999999999999,Michigan
2020-04-29,republican,0.33399999999999996,Michigan
2020-04-30,democratic,0.664,Michigan
2020-04-30,republican,0.336,Michigan
2020-05-01,democratic,0.664,Michigan
2020-05-01,republican,0.336,Michigan
2020-05-02,democratic,0.7020000000000001,Michigan
2020-05-02,republican,0.298,Michigan
2020-05-03,democratic,0.721,Michigan
2020-05-03,republican,0.27899999999999997,Michigan
2020-05-04,democratic,0.742,Michigan
2020-05-04,republican,0.258,Michigan
2020-05-05,democratic,0.742,Michigan
2020-05-05,republican,0.258,Michigan
2020-05-06,democratic,0.728,Michigan
2020-05-06,republican,0.272,Michigan
2020-05-07,democratic,0.7240000000000001,Michigan
2020-05-07,republican,0.276,Michigan
2020-05-08,democratic,0.728,Michigan
2020-05-08,republican,0.272,Michigan
2020-05-09,democratic,0.728,Michigan
2020-05-09,republican,0.272,Michigan
2020-05-10,democratic,0.7240000000000001,Michigan
2020-05-10,republican,0.276,Michigan
2020-05-11,democratic,0.738,Michigan
2020-05-11,republican,0.262,Michigan
2020-05-12,democratic,0.732,Michigan
2020-05-12,republican,0.268,Michigan
2020-05-13,democratic,0.731,Michigan
2020-05-13,republican,0.26899999999999996,Michigan
2020-05-14,democratic,0.728,Michigan
2020-05-14,republican,0.272,Michigan
2020-05-15,democratic,0.738,Michigan
2020-05-15,republican,0.262,Michigan
2020-05-16,democratic,0.735,Michigan
2020-05-16,republican,0.265,Michigan
2020-05-17,democratic,0.742,Michigan
2020-05-17,republican,0.258,Michigan
2020-05-18,democratic,0.742,Michigan
2020-05-18,republican,0.258,Michigan
2020-05-19,democratic,0.737,Michigan
2020-05-19,republican,0.263,Michigan
2020-05-20,democratic,0.735,Michigan
2020-05-20,republican,0.265,Michigan
2020-05-21,democratic,0.764,Michigan
2020-05-21,republican,0.23600000000000002,Michigan
2020-05-22,democratic,0.76,Michigan
2020-05-22,republican,0.24,Michigan
2020-05-23,democratic,0.757,Michigan
2020-05-23,republican,0.243,Michigan
2020-05-24,democratic,0.755,Michigan
2020-05-24,republican,0.245,Michigan
2020-05-25,democratic,0.758,Michigan
2020-05-25,republican,0.242,Michigan
2020-05-26,democratic,0.76,Michigan
2020-05-26,republican,0.24,Michigan
2020-05-27,democratic,0.75,Michigan
2020-05-27,republican,0.25,Michigan
2020-05-28,democratic,0.754,Michigan
2020-05-28,republican,0.24600000000000002,Michigan
2020-05-29,democratic,0.752,Michigan
2020-05-29,republican,0.248,Michigan
2020-05-30,democratic,0.763,Michigan
2020-05-30,republican,0.237,Michigan
2020-05-31,democratic,0.765,Michigan
2020-05-31,republican,0.235,Michigan
2020-06-01,democratic,0.775,Michigan
2020-06-01,republican,0.225,Michigan
2020-06-02,democratic,0.775,Michigan
2020-06-02,republican,0.225,Michigan
2020-06-03,democratic,0.7709999999999999,Michigan
2020-06-03,republican,0.22899999999999998,Michigan
2020-06-04,democratic,0.7709999999999999,Michigan
2020-06-04,republican,0.22899999999999998,Michigan
2020-06-05,democratic,0.769,Michigan
2020-06-05,republican,0.231,Michigan
2020-06-06,democratic,0.763,Michigan
2020-06-06,republican,0.237,Michigan
2020-06-07,democratic,0.7909999999999999,Michigan
2020-06-07,republican,0.209,Michigan
2020-06-08,democratic,0.7979999999999999,Michigan
2020-06-08,republican,0.20199999999999999,Michigan
2020-06-09,democratic,0.826,Michigan
2020-06-09,republican,0.174,Michigan
2020-06-10,democratic,0.83,Michigan
2020-06-10,republican,0.17,Michigan
2020-06-11,democratic,0.841,Michigan
2020-06-11,republican,0.159,Michigan
2020-06-12,democratic,0.846,Michigan
2020-06-12,republican,0.154,Michigan
2020-06-13,democratic,0.836,Michigan
2020-06-13,republican,0.16399999999999998,Michigan
2020-06-14,democratic,0.8390000000000001,Michigan
2020-06-14,republican,0.161,Michigan
2020-06-15,democratic,0.847,Michigan
2020-06-15,republican,0.153,Michigan
2020-06-16,democratic,0.861,Michigan
2020-06-16,republican,0.139,Michigan
2020-06-17,democratic,0.8590000000000001,Michigan
2020-06-17,republican,0.141,Michigan
2020-06-18,democratic,0.851,Michigan
2020-06-18,republican,0.149,Michigan
2020-06-19,democratic,0.847,Michigan
2020-06-19,republican,0.153,Michigan
2020-06-20,democratic,0.855,Michigan
2020-06-20,republican,0.145,Michigan
2020-06-21,democratic,0.858,Michigan
2020-06-21,republican,0.142,Michigan
2020-06-22,democratic,0.826,Michigan
2020-06-22,republican,0.174,Michigan
2020-06-23,democratic,0.8240000000000001,Michigan
2020-06-23,republican,0.17600000000000002,Michigan
2020-06-24,democratic,0.8240000000000001,Michigan
2020-06-24,republican,0.17600000000000002,Michigan
2020-06-25,democratic,0.85,Michigan
2020-06-25,republican,0.15,Michigan
2020-06-26,democratic,0.845,Michigan
2020-06-26,republican,0.155,Michigan
2020-06-27,democratic,0.85,Michigan
2020-06-27,republican,0.15,Michigan
2020-06-28,democratic,0.8420000000000001,Michigan
2020-06-28,republican,0.158,Michigan
2020-06-29,democratic,0.846,Michigan
2020-06-29,republican,0.154,Michigan
2020-06-30,democratic,0.845,Michigan
2020-06-30,republican,0.155,Michigan
2020-07-01,democratic,0.8490000000000001,Michigan
2020-07-01,republican,0.151,Michigan
2020-07-02,democratic,0.8420000000000001,Michigan
2020-07-02,republican,0.158,Michigan
2020-07-03,democratic,0.84,Michigan
2020-07-03,republican,0.16,Michigan
2020-07-04,democratic,0.83,Michigan
2020-07-04,republican,0.17,Michigan
2020-07-05,democratic,0.835,Michigan
2020-07-05,republican,0.165,Michigan
2020-07-06,democratic,0.8340000000000001,Michigan
2020-07-06,republican,0.166,Michigan
2020-07-07,democratic,0.8270000000000001,Michigan
2020-07-07,republican,0.17300000000000001,Michigan
2020-07-08,democratic,0.821,Michigan
2020-07-08,republican,0.179,Michigan
2020-07-09,democratic,0.8290000000000001,Michigan
2020-07-09,republican,0.171,Michigan
2020-07-10,democratic,0.84,Michigan
2020-07-10,republican,0.16,Michigan
2020-07-11,democratic,0.847,Michigan
2020-07-11,republican,0.153,Michigan
2020-07-12,democratic,0.843,Michigan
2020-07-12,republican,0.157,Michigan
2020-07-13,democratic,0.84,Michigan
2020-07-13,republican,0.16,Michigan
2020-07-14,democratic,0.863,Michigan
2020-07-14,republican,0.13699999999999998,Michigan
2020-07-15,democratic,0.872,Michigan
2020-07-15,republican,0.128,Michigan
2020-07-16,democratic,0.872,Michigan
2020-07-16,republican,0.128,Michigan
2020-07-17,democratic,0.8740000000000001,Michigan
2020-07-17,republican,0.126,Michigan
2020-07-18,democratic,0.8690000000000001,Michigan
2020-07-18,republican,0.131,Michigan
2020-07-19,democratic,0.861,Michigan
2020-07-19,republican,0.139,Michigan
2020-07-20,democratic,0.855,Michigan
2020-07-20,republican,0.145,Michigan
2020-07-21,democratic,0.852,Michigan
2020-07-21,republican,0.14800000000000002,Michigan
2020-07-22,democratic,0.846,Michigan
2020-07-22,republican,0.154,Michigan
2020-07-23,democratic,0.861,Michigan
2020-07-23,republican,0.139,Michigan
2020-07-24,democratic,0.857,Michigan
2020-07-24,republican,0.14300000000000002,Michigan
2020-07-25,democratic,0.845,Michigan
2020-07-25,republican,0.155,Michigan
2020-07-26,democratic,0.856,Michigan
2020-07-26,republican,0.14400000000000002,Michigan
2020-07-27,democratic,0.8490000000000001,Michigan
2020-07-27,republican,0.151,Michigan
2020-07-28,democratic,0.856,Michigan
2020-07-28,republican,0.14400000000000002,Michigan
2020-07-29,democratic,0.851,Michigan
2020-07-29,republican,0.149,Michigan
2020-07-30,democratic,0.861,Michigan
2020-07-30,republican,0.139,Michigan
2020-07-31,democratic,0.86,Michigan
2020-07-31,republican,0.14,Michigan
2020-08-01,democratic,0.856,Michigan
2020-08-01,republican,0.14400000000000002,Michigan
2020-08-02,democratic,0.866,Michigan
2020-08-02,republican,0.134,Michigan
2020-08-03,democratic,0.857,Michigan
2020-08-03,republican,0.14300000000000002,Michigan
2020-08-04,democratic,0.85,Michigan
2020-08-04,republican,0.15,Michigan
2020-08-05,democratic,0.858,Michigan
2020-08-05,republican,0.142,Michigan
2020-08-06,democratic,0.866,Michigan
2020-08-06,republican,0.134,Michigan
2020-08-07,democratic,0.875,Michigan
2020-08-07,republican,0.125,Michigan
2020-08-08,democratic,0.8740000000000001,Michigan
2020-08-08,republican,0.126,Michigan
2020-08-09,democratic,0.8690000000000001,Michigan
2020-08-09,republican,0.131,Michigan
2020-08-10,democratic,0.856,Michigan
2020-08-10,republican,0.14400000000000002,Michigan
2020-08-11,democratic,0.852,Michigan
2020-08-11,republican,0.14800000000000002,Michigan
2020-08-12,democratic,0.855,Michigan
2020-08-12,republican,0.145,Michigan
2020-08-13,democratic,0.853,Michigan
2020-08-13,republican,0.147,Michigan
2020-08-14,democratic,0.8590000000000001,Michigan
2020-08-14,republican,0.141,Michigan
2020-08-15,democratic,0.852,Michigan
2020-08-15,republican,0.14800000000000002,Michigan
2020-08-16,democratic,0.8440000000000001,Michigan
2020-08-16,republican,0.156,Michigan
2020-08-17,democratic,0.841,Michigan
2020-08-17,republican,0.159,Michigan
2020-08-18,democratic,0.843,Michigan
2020-08-18,republican,0.157,Michigan
2020-08-19,democratic,0.852,Michigan
2020-08-19,republican,0.14800000000000002,Michigan
2020-08-20,democratic,0.841,Michigan
2020-08-20,republican,0.159,Michigan
2020-08-21,democratic,0.8540000000000001,Michigan
2020-08-21,republican,0.146,Michigan
2020-08-22,democratic,0.853,Michigan
2020-08-22,republican,0.147,Michigan
2020-08-23,democratic,0.8590000000000001,Michigan
2020-08-23,republican,0.141,Michigan
2020-08-24,democratic,0.8759999999999999,Michigan
2020-08-24,republican,0.124,Michigan
2020-08-25,democratic,0.872,Michigan
2020-08-25,republican,0.128,Michigan
2020-08-26,democratic,0.879,Michigan
2020-08-26,republican,0.121,Michigan
2020-08-27,democratic,0.863,Michigan
2020-08-27,republican,0.13699999999999998,Michigan
2020-08-28,democratic,0.853,Michigan
2020-08-28,republican,0.147,Michigan
2020-08-29,democratic,0.841,Michigan
2020-08-29,republican,0.159,Michigan
